web-scraper-order,web-scraper-start-url,Date,Tourist_Home_Location,Scrape_Tagline,Scrape_Review_Text
"1733318752-841","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 July 2019","Singapore, Singapore","Great view from the TOP of Shimla.","This place is evergreen in its charm. Over the years some changes have taken in respect to buildings and features on it, but all adding to the charm. You will always find  some folks enjoying the atmosphere here."
"1733318752-842","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 2 July 2019","Jaipur, India","When you at Shimla evening visit at the Ridge and at the Mall should be in your itinerary ----","Just walking on the Ridge at Shimla is also my favourite choice as well the mall walk,Ridge is place where you can just walk ,seat or watch the evening activities ,it is like a big field on a hill ,eating ice cream or sipping cofee on the ridge with your family or friend or just walk together is really chilling ----I like the Ridge Shimla----SSS-----"
"1733318752-843","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 June 2019","Kolkata (Calcutta), India","Great place for hopping","The ridge offers great views for hopping in the evening. It looks awesome during rains. Also has a variety of shops."
"1733318752-844","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 June 2019","bhagalpur","Excellent place for shopping","It is an excellent place for shopping with a ground for dancing and mingling together. This is the most crowded place in Shimla."
"1733318752-845","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 25 June 2019","New Delhi, India","Gathering point for traveler in shimla","Its a good place to sit and chill get a sunshine there and enjoy the weather , its clean beautiful and peaceful all over good to sit there and calm your mind"
"1733318752-846","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 18 June 2019","Shimla District, India","Nice","A good place for evening walks. Many places and activities to be done around and one of the best places in the city."
"1733318752-847","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 June 2019","Mumbai, India","The Ridge, Shimla","The Ridge a long stretch of table top land is a beautiful unpolluted place to relax, it's not polluted as no vehicles are allowed over the Ridge.If you just want to relax in Shimla then do visit the Ridge."
"1733318752-848","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 16 June 2019","Gurugram (Gurgaon), India","Good place to spend time at the Mall","The experience of spending leisure evenings at The Ridge (near the Mall is good. It has good places for food & snacks. For kids, there is horse riding, place for playing etc."
"1733318752-849","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or100-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 15 June 2019","Berkshire","Full ,of hustle and bustle","One can  sit for hours and watch the world go by. Lots of interesting buildings and market stalls with views f the far-off Himalayas"
"1733318760-850","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 26 September 2019","New Delhi, India","shopping","not a place for you if you not like crowd..very crowdy and happening pace..just shop, eat, walk and enjoy"
"1733318760-851","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 21 September 2019","Ghaziabad, India","Shimla center","I think this is hart or center of Shimla . Beautiful views.  To much verity of food in reasonable prize. Church location on Ridge."
"1733318760-852","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 September 2019","New Delhi, India","Nice place to hang around","Shimla is unique as an Indian city as it has a wide and traffic free main street which stretches the length of the city. This pleasant open space is referred to as the Ridge as it extends the length of the ridge between the two hills of Shimla. Visitors will find themselves spending a lot of their time walking along the ridge and it helps that the area is so pleasant with traditional colonial architecture, fantastic views and an unhurried hassle free atmosphere."
"1733318760-853","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 14 September 2019","North Yorkshire, UK","Pretty piazza","A pretty, paved, pedestrian piazza, that has stalls, restaurants/cafes and a vibrant buzz. Views over Shimla on one side and over the countryside on the other. The bright yellow (Christ Church) church makes for good photos, particularly against a bright blue or dark cloud background. Horse-riding available at under 100INR, on some skinny horses, for younger children."
"1733318760-854","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 5 September 2019","Guwahati, India","Nice to visit but TOO crowded","Ofcourse, this place IS Shimla. But it was too crowded in June, when we visited. One afternoon, it was sweltering hot, and not a tiny shade anywhere. You should surely visit this place, but when the weather is good."
"1733318760-855","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 August 2019","Hyderabad, India","Nothing Great!!!","A regular mall road with the famous church. One can relax here as with food stalls & small vendors around. Shopping places around to shop & famous food joints like KFC & Pizza hut are nearby."
"1733318760-856","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 17 August 2019","New Delhi, India","Heaven","This is a place like heaven.  The weather is so cool that you enjoy keep walking here.  We can spend hours strolling here."
"1733318760-857","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 August 2019","Jaipur, India","The Roof of Shimla","A happening place to spend time when you are in Shimla with wonderful views of the valleys - day or night."
"1733318760-858","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 July 2019","Varanasi, India","Its difficult but good","We started walking to the ridge it's hard to walk but we rice to the top it's very good to climb and we see many shop's and meet people to know about this things"
"1733318760-859","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or90-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 30 July 2019","Jamnagar, India","nice place to hangout","very nice place to have a walk around nd views of shimla valleys. also local theatre is near by and mall road is attached to it.  nice fountain view in evening. u can njoy softy ice cream like locals do."
"1733318768-860","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or80-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 7 November 2019","32 contributions","Fantastic place to roam around!","One would never feel tiresome in the Ridge area. The movement happening there itself is energetic. Relax, have some hot snacks/food/sweets and enjoy the excellent view of the himalayas, town, museum, Hanumam statue, etc."
"1733318768-861","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or80-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 6 November 2019","Fujairah, United Arab Emirates","A must see place in Shimla","The British era Church in the top of a mountain provide spectacular vicinity around Shimla. It is a best photo caching location"
"1733318768-862","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or80-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 3 November 2019","Great Dunmow, UK","British Church","Beautiful protestant style church .Interesting brass memorial plaques.Wonderful views from either side of square in front"
"1733318768-863","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or80-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 28 October 2019","Dublin, Ireland","The place everybody goes","The ridge is at the top of the mall and the place where everybody ends up. Some really great views from here."
"1733318768-864","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or80-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 27 October 2019","73 contributions","Shimla in October","Fully sunny but colder . Weather excellent . Visited between 2 __6 pm . Not so much rush , but average tourists.life and oxygen.  In the evening , lot of traffic on lower road. But traffic well managed"
"1733318768-865","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or80-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 12 October 2019","32 contributions","Awesome Church","It provides an amazing view from the top. It was a steep climb but worth the view you get to see from the top. Worth visiting."
"1733318768-866","https://www.tripadvisor.in/Attraction_Review-g304552-d6496310-Reviews-or80-The_Ridge-Shimla_Shimla_District_Himachal_Pradesh.html","Written 11 October 2019","Kolkata (Calcutta), India","Excellent place on the mall Shimla. This the best area of the mall and has brilliant views and all other amenities.","Excellent place on the mall Shimla. This the best area of the mall and has brilliant views and all other amenities. If you want to spend time on the mall ... this is the place. The church is grand, sitting places are available, horse riding, restaurants and what not !!!"
